company_name,nse_symbol,raw_industry,sector,index_source,screener_url
Leela Palaces Hotels & Resorts Ltd.,THELEELA,Consumer Services,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/THELEELA/consolidated/
Lemon Tree Hotels Ltd.,LEMONTREE,Consumer Services,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/LEMONTREE/consolidated/
MMTC Ltd.,MMTC,Services,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/MMTC/consolidated/
Mahanagar Gas Ltd.,MGL,Oil Gas & Consumable Fuels,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/MGL/consolidated/
Manappuram Finance Ltd.,MANAPPURAM,Financial Services,Banking,NIFTY_SMALLCAP_250,https://www.screener.in/company/MANAPPURAM/consolidated/
Mangalore Refinery & Petrochemicals Ltd.,MRPL,Oil Gas & Consumable Fuels,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/MRPL/consolidated/
Meesho Ltd.,MEESHO,Consumer Services,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/MEESHO/consolidated/
Minda Corporation Ltd.,MINDACORP,Automobile and Auto Components,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/MINDACORP/consolidated/
Motherson Sumi Wiring India Ltd.,MSUMI,Automobile and Auto Components,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/MSUMI/consolidated/
NATCO Pharma Ltd.,NATCOPHARM,Healthcare,Pharma,NIFTY_SMALLCAP_250,https://www.screener.in/company/NATCOPHARM/consolidated/
NBCC (India) Ltd.,NBCC,Construction,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/NBCC/consolidated/
NCC Ltd.,NCC,Construction,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/NCC/consolidated/
NMDC Steel Ltd.,NSLNISP,Metals & Mining,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/NSLNISP/consolidated/
Narayana Hrudayalaya Ltd.,NH,Healthcare,Pharma,NIFTY_SMALLCAP_250,https://www.screener.in/company/NH/consolidated/
Nava Ltd.,NAVA,Power,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/NAVA/consolidated/
Navin Fluorine International Ltd.,NAVINFLUOR,Chemicals,Chemicals,NIFTY_SMALLCAP_250,https://www.screener.in/company/NAVINFLUOR/consolidated/
Netweb Technologies India Ltd.,NETWEB,Information Technology,IT,NIFTY_SMALLCAP_250,https://www.screener.in/company/NETWEB/consolidated/
Neuland Laboratories Ltd.,NEULANDLAB,Healthcare,Pharma,NIFTY_SMALLCAP_250,https://www.screener.in/company/NEULANDLAB/consolidated/
Newgen Software Technologies Ltd.,NEWGEN,Information Technology,IT,NIFTY_SMALLCAP_250,https://www.screener.in/company/NEWGEN/consolidated/
Niva Bupa Health Insurance Company Ltd.,NIVABUPA,Financial Services,Banking,NIFTY_SMALLCAP_250,https://www.screener.in/company/NIVABUPA/consolidated/
Nuvama Wealth Management Ltd.,NUVAMA,Financial Services,Banking,NIFTY_SMALLCAP_250,https://www.screener.in/company/NUVAMA/consolidated/
Nuvoco Vistas Corporation Ltd.,NUVOCO,Construction Materials,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/NUVOCO/consolidated/
Ola Electric Mobility Ltd.,OLAELEC,Automobile and Auto Components,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/OLAELEC/consolidated/
Olectra Greentech Ltd.,OLECTRA,Automobile and Auto Components,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/OLECTRA/consolidated/
Onesource Specialty Pharma Ltd.,ONESOURCE,Healthcare,Pharma,NIFTY_SMALLCAP_250,https://www.screener.in/company/ONESOURCE/consolidated/
PCBL Chemical Ltd.,PCBL,Chemicals,Chemicals,NIFTY_SMALLCAP_250,https://www.screener.in/company/PCBL/consolidated/
PG Electroplast Ltd.,PGEL,Consumer Durables,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/PGEL/consolidated/
PNB Housing Finance Ltd.,PNBHOUSING,Financial Services,Banking,NIFTY_SMALLCAP_250,https://www.screener.in/company/PNBHOUSING/consolidated/
PTC Industries Ltd.,PTCIL,Capital Goods,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/PTCIL/consolidated/
PVR INOX Ltd.,PVRINOX,Media Entertainment & Publication,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/PVRINOX/consolidated/
Paradeep Phosphates Ltd.,PARADEEP,Chemicals,Chemicals,NIFTY_SMALLCAP_250,https://www.screener.in/company/PARADEEP/consolidated/
Pfizer Ltd.,PFIZER,Healthcare,Pharma,NIFTY_SMALLCAP_250,https://www.screener.in/company/PFIZER/consolidated/
Physicswallah Ltd.,PWL,Consumer Services,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/PWL/consolidated/
Pine Labs Ltd.,PINELABS,Financial Services,Banking,NIFTY_SMALLCAP_250,https://www.screener.in/company/PINELABS/consolidated/
Piramal Finance Ltd.,PIRAMALFIN,Financial Services,Banking,NIFTY_SMALLCAP_250,https://www.screener.in/company/PIRAMALFIN/consolidated/
Piramal Pharma Ltd.,PPLPHARMA,Healthcare,Pharma,NIFTY_SMALLCAP_250,https://www.screener.in/company/PPLPHARMA/consolidated/
Poly Medicure Ltd.,POLYMED,Healthcare,Pharma,NIFTY_SMALLCAP_250,https://www.screener.in/company/POLYMED/consolidated/
Poonawalla Fincorp Ltd.,POONAWALLA,Financial Services,Banking,NIFTY_SMALLCAP_250,https://www.screener.in/company/POONAWALLA/consolidated/
Prime Focus Ltd.,PFOCUS,Media Entertainment & Publication,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/PFOCUS/consolidated/
R R Kabel Ltd.,RRKABEL,Capital Goods,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/RRKABEL/consolidated/
RBL Bank Ltd.,RBLBANK,Financial Services,Banking,NIFTY_SMALLCAP_250,https://www.screener.in/company/RBLBANK/consolidated/
RHI MAGNESITA INDIA LTD.,RHIM,Capital Goods,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/RHIM/consolidated/
RITES Ltd.,RITES,Construction,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/RITES/consolidated/
Railtel Corporation Of India Ltd.,RAILTEL,Telecommunication,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/RAILTEL/consolidated/
Rainbow Childrens Medicare Ltd.,RAINBOW,Healthcare,Pharma,NIFTY_SMALLCAP_250,https://www.screener.in/company/RAINBOW/consolidated/
Ramkrishna Forgings Ltd.,RKFORGE,Automobile and Auto Components,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/RKFORGE/consolidated/
Redington Ltd.,REDINGTON,Services,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/REDINGTON/consolidated/
Reliance Power Ltd.,RPOWER,Power,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/RPOWER/consolidated/
SBFC Finance Ltd.,SBFC,Financial Services,Banking,NIFTY_SMALLCAP_250,https://www.screener.in/company/SBFC/consolidated/
Sagility Ltd.,SAGILITY,Information Technology,IT,NIFTY_SMALLCAP_250,https://www.screener.in/company/SAGILITY/consolidated/
Sai Life Sciences Ltd.,SAILIFE,Healthcare,Pharma,NIFTY_SMALLCAP_250,https://www.screener.in/company/SAILIFE/consolidated/
Sammaan Capital Ltd.,SAMMAANCAP,Financial Services,Banking,NIFTY_SMALLCAP_250,https://www.screener.in/company/SAMMAANCAP/consolidated/
Sapphire Foods India Ltd.,SAPPHIRE,Consumer Services,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/SAPPHIRE/consolidated/
Sarda Energy and Minerals Ltd.,SARDAEN,Metals & Mining,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/SARDAEN/consolidated/
Saregama India Ltd,SAREGAMA,Media Entertainment & Publication,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/SAREGAMA/consolidated/
Schneider Electric Infrastructure Ltd.,SCHNEIDER,Capital Goods,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/SCHNEIDER/consolidated/
Shipping Corporation of India Ltd.,SCI,Services,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/SCI/consolidated/
Shyam Metalics and Energy Ltd.,SHYAMMETL,Capital Goods,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/SHYAMMETL/consolidated/
Signatureglobal (India) Ltd.,SIGNATURE,Realty,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/SIGNATURE/consolidated/
Sobha Ltd.,SOBHA,Realty,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/SOBHA/consolidated/
Sona BLW Precision Forgings Ltd.,SONACOMS,Automobile and Auto Components,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/SONACOMS/consolidated/
Sonata Software Ltd.,SONATSOFTW,Information Technology,IT,NIFTY_SMALLCAP_250,https://www.screener.in/company/SONATSOFTW/consolidated/
Star Health and Allied Insurance Company Ltd.,STARHEALTH,Financial Services,Banking,NIFTY_SMALLCAP_250,https://www.screener.in/company/STARHEALTH/consolidated/
Sumitomo Chemical India Ltd.,SUMICHEM,Chemicals,Chemicals,NIFTY_SMALLCAP_250,https://www.screener.in/company/SUMICHEM/consolidated/
Sun TV Network Ltd.,SUNTV,Media Entertainment & Publication,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/SUNTV/consolidated/
Supreme Petrochem Ltd.,SPLPETRO,Chemicals,Chemicals,NIFTY_SMALLCAP_250,https://www.screener.in/company/SPLPETRO/consolidated/
Swan Corp Ltd.,SWANCORP,Chemicals,Chemicals,NIFTY_SMALLCAP_250,https://www.screener.in/company/SWANCORP/consolidated/
Syngene International Ltd.,SYNGENE,Healthcare,Pharma,NIFTY_SMALLCAP_250,https://www.screener.in/company/SYNGENE/consolidated/
Syrma SGS Technology Ltd.,SYRMA,Capital Goods,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/SYRMA/consolidated/
TBO Tek Ltd.,TBOTEK,Consumer Services,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/TBOTEK/consolidated/
Tata Chemicals Ltd.,TATACHEM,Chemicals,Chemicals,NIFTY_SMALLCAP_250,https://www.screener.in/company/TATACHEM/consolidated/
Tata Technologies Ltd.,TATATECH,Information Technology,IT,NIFTY_SMALLCAP_250,https://www.screener.in/company/TATATECH/consolidated/
Tata Teleservices (Maharashtra) Ltd.,TTML,Telecommunication,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/TTML/consolidated/
Techno Electric & Engineering Company Ltd.,TECHNOE,Construction,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/TECHNOE/consolidated/
Tega Industries Ltd.,TEGA,Capital Goods,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/TEGA/consolidated/
Tejas Networks Ltd.,TEJASNET,Telecommunication,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/TEJASNET/consolidated/
Tenneco Clean Air India Ltd.,TENNIND,Automobile and Auto Components,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/TENNIND/consolidated/
The Ramco Cements Ltd.,RAMCOCEM,Construction Materials,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/RAMCOCEM/consolidated/
Timken India Ltd.,TIMKEN,Capital Goods,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/TIMKEN/consolidated/
Titagarh Rail Systems Ltd.,TITAGARH,Capital Goods,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/TITAGARH/consolidated/
Transformers And Rectifiers (India) Ltd.,TARIL,Capital Goods,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/TARIL/consolidated/
Travel Food Services Ltd.,TRAVELFOOD,Consumer Services,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/TRAVELFOOD/consolidated/
Trident Ltd.,TRIDENT,Textiles,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/TRIDENT/consolidated/
Triveni Turbine Ltd.,TRITURBINE,Capital Goods,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/TRITURBINE/consolidated/
UCO Bank,UCOBANK,Financial Services,Banking,NIFTY_SMALLCAP_250,https://www.screener.in/company/UCOBANK/consolidated/
UTI Asset Management Company Ltd.,UTIAMC,Financial Services,Banking,NIFTY_SMALLCAP_250,https://www.screener.in/company/UTIAMC/consolidated/
Urban Company Ltd.,URBANCO,Consumer Services,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/URBANCO/consolidated/
Usha Martin Ltd.,USHAMART,Capital Goods,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/USHAMART/consolidated/
Vardhman Textiles Ltd.,VTL,Textiles,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/VTL/consolidated/
Vijaya Diagnostic Centre Ltd.,VIJAYA,Healthcare,Pharma,NIFTY_SMALLCAP_250,https://www.screener.in/company/VIJAYA/consolidated/
Welspun Corp Ltd.,WELCORP,Capital Goods,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/WELCORP/consolidated/
Welspun Living Ltd.,WELSPUNLIV,Textiles,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/WELSPUNLIV/consolidated/
Whirlpool of India Ltd.,WHIRLPOOL,Consumer Durables,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/WHIRLPOOL/consolidated/
Wockhardt Ltd.,WOCKPHARMA,Healthcare,Pharma,NIFTY_SMALLCAP_250,https://www.screener.in/company/WOCKPHARMA/consolidated/
ZF Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,Automobile and Auto Components,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/ZFCVINDIA/consolidated/
Zee Entertainment Enterprises Ltd.,ZEEL,Media Entertainment & Publication,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/ZEEL/consolidated/
Zen Technologies Ltd.,ZENTEC,Capital Goods,Manufacturing,NIFTY_SMALLCAP_250,https://www.screener.in/company/ZENTEC/consolidated/
Zensar Technolgies Ltd.,ZENSARTECH,Information Technology,IT,NIFTY_SMALLCAP_250,https://www.screener.in/company/ZENSARTECH/consolidated/
Zydus Wellness Ltd.,ZYDUSWELL,Fast Moving Consumer Goods,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/ZYDUSWELL/consolidated/
eClerx Services Ltd.,ECLERX,Services,Other,NIFTY_SMALLCAP_250,https://www.screener.in/company/ECLERX/consolidated/
