Company Name,Quarter,Sector,Market Regime (Bull / Bear),Quarterly Stock Return (%),30-Day Post-Earnings Return (%),Stock P/E,P/B Ratio,EV/EBITDA,Dividend Yield (%),ROE (%),ROCE (%),OPM (%),Debt-to-Equity Ratio,Current Ratio,Interest Coverage Ratio,Sales Growth YoY (%),Net Profit Growth YoY (%),Beta (trailing),Market Cap (Cr),Actual EPS (Quarterly),Earnings Surprise Score (%),News Sentiment Score (-1 to +1),News Volume (articles per quarter)
360 ONE WAM Ltd,Dec 2023,Banking,Bull,42.62,-7.69,35.2,4.51,26.4,1.1,14.4,12.1,60.0,0.45,1.65,2.25,8.74,9.96,1.05,44465.0,5.36,8.7,0.67,29
360 ONE WAM Ltd,Dec 2024,Banking,Bear,23.74,-2.7,35.2,4.51,26.4,1.1,14.4,12.1,57.0,0.45,1.65,2.0,8.74,9.96,1.05,44465.0,7.12,32.84,0.88,32
360 ONE WAM Ltd,Dec 2025,Banking,Bull,15.39,-4.66,35.2,4.51,26.4,1.1,14.4,12.1,61.0,0.45,1.65,2.45,8.74,9.96,1.05,44465.0,8.08,13.48,0.72,32
360 ONE WAM Ltd,Jun 2023,Banking,Bull,8.9,6.28,35.2,4.51,26.4,1.1,14.4,12.1,62.0,0.45,1.65,2.82,8.74,9.96,1.05,44465.0,5.15,-36.26,-0.3,26
360 ONE WAM Ltd,Jun 2024,Banking,Bull,41.3,2.17,35.2,4.51,26.4,1.1,14.4,12.1,68.0,0.45,1.65,2.7,34.76,27.08,1.05,44465.0,6.72,30.49,0.88,27
360 ONE WAM Ltd,Jun 2025,Banking,Bull,35.32,0.61,35.2,4.51,26.4,1.1,14.4,12.1,62.0,0.45,1.65,2.47,16.79,3.26,1.05,44465.0,7.04,4.76,0.8,27
360 ONE WAM Ltd,Jun 2026,Banking,Bull,13.41,2.3,35.2,4.51,26.4,1.1,14.4,12.1,63.0,0.45,1.65,2.18,3.81,1.22,1.05,44465.0,8.13,15.48,0.7,23
360 ONE WAM Ltd,Mar 2024,Banking,Bull,-3.19,6.25,35.2,4.51,26.4,1.1,14.4,12.1,36.0,0.45,1.65,1.38,38.05,32.07,1.05,44465.0,6.76,-16.85,0.82,27
360 ONE WAM Ltd,Mar 2025,Banking,Bear,-26.17,12.19,35.2,4.51,26.4,1.1,14.4,12.1,56.0,0.45,1.65,2.11,-3.3,2.46,1.05,44465.0,6.35,-6.07,0.8,24
360 ONE WAM Ltd,Mar 2026,Banking,Bear,-19.5,0.27,35.2,4.51,26.4,1.1,14.4,12.1,59.0,0.45,1.65,2.12,22.39,1.4,1.05,44465.0,7.11,11.97,0.74,28
360 ONE WAM Ltd,Sep 2023,Banking,Bull,6.38,19.6,35.2,4.51,26.4,1.1,14.4,12.1,57.0,0.45,1.65,2.14,-55.14,-43.81,1.05,44465.0,5.2,-26.86,-0.03,33
360 ONE WAM Ltd,Sep 2024,Banking,Bull,7.11,13.22,35.2,4.51,26.4,1.1,14.4,12.1,63.0,0.45,1.65,2.33,9.36,0.82,1.05,44465.0,6.73,29.42,-0.05,27
360 ONE WAM Ltd,Sep 2025,Banking,Bear,-12.89,6.8,35.2,4.51,26.4,1.1,14.4,12.1,63.0,0.45,1.65,2.74,33.74,26.0,1.05,44465.0,7.79,15.75,0.36,29
3M India Ltd,Dec 2021,Other,Bear,2.0,33.09,60.3,17.16,45.22,0.49,30.5,40.5,12.0,0.35,1.65,7.03,4.82,1.82,1.05,36864.0,59.24,8.7,0.79,30
3M India Ltd,Dec 2022,Other,Bull,-6.41,-10.75,60.3,17.16,45.22,0.49,30.5,40.5,17.0,0.35,1.65,171.0,4.82,1.82,1.05,36864.0,110.79,87.02,0.88,28
3M India Ltd,Dec 2023,Other,Bull,18.91,6.41,60.3,17.16,45.22,0.49,30.5,40.5,18.0,0.35,1.65,179.0,4.82,1.82,1.05,36864.0,120.05,8.36,0.23,31
3M India Ltd,Jun 2021,Other,Bull,-17.81,7.81,60.3,17.16,45.22,0.49,30.5,40.5,6.0,0.35,1.65,48.0,4.82,1.82,1.05,36864.0,26.72,-77.74,0.6,24
3M India Ltd,Jun 2022,Other,Bear,9.42,1.83,60.3,17.16,45.22,0.49,30.5,40.5,12.0,0.35,1.65,116.0,14.29,25.37,1.05,36864.0,74.8,150.0,0.82,28
3M India Ltd,Jun 2023,Other,Bull,19.16,8.23,60.3,17.16,45.22,0.49,30.5,40.5,16.0,0.35,1.65,173.0,5.74,3.2,1.05,36864.0,114.7,53.34,0.88,24
3M India Ltd,Jun 2024,Other,Bull,20.54,-0.45,60.3,17.16,45.22,0.49,30.5,40.5,20.0,0.35,1.65,68.33,4.08,16.3,1.05,36864.0,139.5,21.62,0.75,32
3M India Ltd,Mar 2022,Other,Bear,-23.65,10.7,60.3,17.16,45.22,0.49,30.5,40.5,17.0,0.35,1.65,79.0,24.46,270.0,1.05,36864.0,98.46,-29.42,0.71,29
3M India Ltd,Mar 2023,Other,Bear,6.78,21.13,60.3,17.16,45.22,0.49,30.5,40.5,19.0,0.35,1.65,32.33,10.81,61.9,1.05,36864.0,120.48,22.36,0.87,29
3M India Ltd,Mar 2024,Other,Bull,-14.91,27.5,60.3,17.16,45.22,0.49,30.5,40.5,20.0,0.35,1.65,214.0,4.29,34.11,1.05,36864.0,153.44,27.36,0.88,24
3M India Ltd,Sep 2021,Other,Bull,2.13,-5.4,60.3,17.16,45.22,0.49,30.5,40.5,11.0,0.35,1.65,92.0,-19.77,-59.24,1.05,36864.0,57.01,-62.85,-0.68,26
3M India Ltd,Sep 2022,Other,Bull,12.33,0.17,60.3,17.16,45.22,0.49,30.5,40.5,13.0,0.35,1.65,7.03,5.51,-4.5,1.05,36864.0,94.3,65.41,0.91,31
3M India Ltd,Sep 2023,Other,Bull,17.24,0.15,60.3,17.16,45.22,0.49,30.5,40.5,18.0,0.35,1.65,192.0,-0.57,7.35,1.05,36864.0,129.7,37.54,0.84,24
Aadhar Housing Finance Ltd,Dec 2023,Banking,Bull,5.69,1.46,17.4,2.64,13.05,0.0,15.9,11.4,44.0,0.45,1.65,14.93,8.74,9.96,1.05,20017.0,5.17,8.7,0.71,22
Aadhar Housing Finance Ltd,Dec 2024,Banking,Bear,-7.74,0.11,17.4,2.64,13.05,0.0,15.9,11.4,44.0,0.45,1.65,14.93,8.74,9.96,1.05,20017.0,5.56,7.54,0.8,28
Aadhar Housing Finance Ltd,Dec 2025,Banking,Bull,-4.89,6.11,17.4,2.64,13.05,0.0,15.9,11.4,44.0,0.45,1.65,14.93,8.74,9.96,1.05,20017.0,6.48,16.55,0.9,24
Aadhar Housing Finance Ltd,Jun 2023,Banking,Bull,5.69,1.46,17.4,2.64,13.05,0.0,15.9,11.4,44.0,0.45,1.65,14.93,8.74,9.96,1.05,20017.0,3.71,-42.75,0.62,29
Aadhar Housing Finance Ltd,Jun 2024,Banking,Bull,24.07,17.34,17.4,2.64,13.05,0.0,15.9,11.4,44.0,0.45,1.65,14.93,8.74,-1.96,1.05,20017.0,4.69,26.42,0.9,25
Aadhar Housing Finance Ltd,Jun 2025,Banking,Bull,7.39,0.32,17.4,2.64,13.05,0.0,15.9,11.4,44.0,0.45,1.65,14.93,8.74,-0.84,1.05,20017.0,5.49,17.06,0.89,29
Aadhar Housing Finance Ltd,Jun 2026,Banking,Bull,14.29,-3.39,17.4,2.64,13.05,0.0,15.9,11.4,44.0,0.45,1.65,14.93,8.74,0.36,1.05,20017.0,6.46,17.67,0.91,31
Aadhar Housing Finance Ltd,Mar 2024,Banking,Bull,5.69,27.53,17.4,2.64,13.05,0.0,15.9,11.4,44.0,0.45,1.65,14.93,8.74,38.36,1.05,20017.0,5.11,-20.9,0.92,27
Aadhar Housing Finance Ltd,Mar 2025,Banking,Bear,1.2,-2.07,17.4,2.64,13.05,0.0,15.9,11.4,44.0,0.45,1.65,14.93,8.74,22.5,1.05,20017.0,5.68,11.15,0.62,30
Aadhar Housing Finance Ltd,Mar 2026,Banking,Bear,-6.76,2.05,17.4,2.64,13.05,0.0,15.9,11.4,44.0,0.45,1.65,14.93,8.74,31.22,1.05,20017.0,7.14,25.7,0.57,28
Aadhar Housing Finance Ltd,Sep 2023,Banking,Bull,5.69,1.46,17.4,2.64,13.05,0.0,15.9,11.4,44.0,0.45,1.65,14.93,8.74,-30.14,1.05,20017.0,5.0,-29.97,0.57,28
Aadhar Housing Finance Ltd,Sep 2024,Banking,Bull,12.03,3.87,17.4,2.64,13.05,0.0,15.9,11.4,44.0,0.45,1.65,14.93,8.74,12.87,1.05,20017.0,5.29,5.8,0.72,24
Aadhar Housing Finance Ltd,Sep 2025,Banking,Bear,9.99,0.1,17.4,2.64,13.05,0.0,15.9,11.4,44.0,0.45,1.65,14.93,8.74,8.57,1.05,20017.0,6.15,16.26,0.92,28
Aarti Industries Ltd,Dec 2023,Chemicals,Bull,32.37,-1.96,34.2,3.01,25.65,0.2,7.13,6.86,15.0,0.35,1.65,4.8,4.4,0.0,1.05,17872.0,3.42,8.7,0.48,23
Aarti Industries Ltd,Dec 2024,Chemicals,Bear,-30.14,-6.9,34.2,3.01,25.65,0.2,7.13,6.86,13.0,0.35,1.65,2.72,4.4,0.0,1.05,17872.0,1.27,-62.87,-0.49,27
Aarti Industries Ltd,Dec 2025,Chemicals,Bull,-1.5,-8.03,34.2,3.01,25.65,0.2,7.13,6.86,14.0,0.35,1.65,4.65,4.4,0.0,1.05,17872.0,3.67,150.0,0.93,24
Aarti Industries Ltd,Jun 2023,Chemicals,Bull,-3.16,13.27,34.2,3.01,25.65,0.2,7.13,6.86,14.0,0.35,1.65,5.0,4.4,0.0,1.05,17872.0,1.93,-47.41,-0.68,29
Aarti Industries Ltd,Jun 2024,Chemicals,Bull,-0.01,-5.68,34.2,3.01,25.65,0.2,7.13,6.86,16.0,0.35,1.65,4.77,6.87,10.48,1.05,17872.0,3.78,95.85,0.57,31
Aarti Industries Ltd,Jun 2025,Chemicals,Bull,22.57,1.47,34.2,3.01,25.65,0.2,7.13,6.86,13.0,0.35,1.65,3.53,-9.12,-6.52,1.05,17872.0,1.19,-68.52,-0.53,30
Aarti Industries Ltd,Jun 2026,Chemicals,Bull,11.4,2.59,34.2,3.01,25.65,0.2,7.13,6.86,16.0,0.35,1.65,4.6,2.98,16.54,1.05,17872.0,4.27,150.0,0.78,26
Aarti Industries Ltd,Mar 2024,Chemicals,Bull,2.12,8.66,34.2,3.01,25.65,0.2,7.13,6.86,16.0,0.35,1.65,4.81,25.39,88.57,1.05,17872.0,3.64,-14.75,0.78,28
Aarti Industries Ltd,Mar 2025,Chemicals,Bear,-6.09,-0.41,34.2,3.01,25.65,0.2,7.13,6.86,13.0,0.35,1.65,4.09,5.29,-29.93,1.05,17872.0,2.65,-27.2,0.8,21
Aarti Industries Ltd,Mar 2026,Chemicals,Bear,6.22,-5.5,34.2,3.01,25.65,0.2,7.13,6.86,15.0,0.35,1.65,3.04,31.64,218.6,1.05,17872.0,3.78,42.64,0.91,23
Aarti Industries Ltd,Sep 2023,Chemicals,Bull,-2.23,13.12,34.2,3.01,25.65,0.2,7.13,6.86,16.0,0.35,1.65,4.02,-39.09,-41.29,1.05,17872.0,2.51,-33.6,0.54,23
Aarti Industries Ltd,Sep 2024,Chemicals,Bull,-17.17,1.38,34.2,3.01,25.65,0.2,7.13,6.86,12.0,0.35,1.65,3.18,-8.18,-60.61,1.05,17872.0,1.43,-43.03,-0.27,24
Aarti Industries Ltd,Sep 2025,Chemicals,Bear,-22.41,-4.81,34.2,3.01,25.65,0.2,7.13,6.86,14.0,0.35,1.65,2.91,7.75,10.42,1.05,17872.0,2.92,104.2,0.57,22
AAVAS Financiers Ltd,Dec 2021,Banking,Bear,2.3,-0.12,20.6,2.67,15.45,0.0,13.9,9.91,44.0,0.45,1.65,14.93,8.74,9.96,1.05,10111.0,11.25,8.7,0.78,22
AAVAS Financiers Ltd,Dec 2022,Banking,Bull,-17.24,-14.07,20.6,2.67,15.45,0.0,13.9,9.91,44.0,0.45,1.65,14.93,8.74,9.96,1.05,10111.0,13.55,20.44,0.74,20
AAVAS Financiers Ltd,Dec 2023,Banking,Bull,-14.83,-14.57,20.6,2.67,15.45,0.0,13.9,9.91,44.0,0.45,1.65,14.93,8.74,9.96,1.05,10111.0,14.75,8.86,0.77,27
AAVAS Financiers Ltd,Jun 2021,Banking,Bull,12.18,-5.11,20.6,2.67,15.45,0.0,13.9,9.91,44.0,0.45,1.65,14.93,8.74,9.96,1.05,10111.0,7.52,-49.02,0.1,26
AAVAS Financiers Ltd,Jun 2022,Banking,Bear,-19.84,3.02,20.6,2.67,15.45,0.0,13.9,9.91,44.0,0.45,1.65,14.93,8.74,0.0,1.05,10111.0,11.28,50.0,0.91,24
AAVAS Financiers Ltd,Jun 2023,Banking,Bull,-5.8,4.73,20.6,2.67,15.45,0.0,13.9,9.91,44.0,0.45,1.65,14.93,8.74,2.8,1.05,10111.0,13.89,23.14,0.74,29
AAVAS Financiers Ltd,Mar 2021,Banking,Bull,40.69,9.63,20.6,2.67,15.45,0.0,13.9,9.91,44.0,0.45,1.65,14.93,8.74,-25.64,1.05,10111.0,11.14,-19.8,-0.27,23
AAVAS Financiers Ltd,Mar 2022,Banking,Bear,-2.2,-8.87,20.6,2.67,15.45,0.0,13.9,9.91,44.0,0.45,1.65,14.93,8.74,94.92,1.05,10111.0,14.63,31.33,0.82,28
AAVAS Financiers Ltd,Mar 2023,Banking,Bear,-10.92,-5.32,20.6,2.67,15.45,0.0,13.9,9.91,44.0,0.45,1.65,14.93,8.74,42.7,1.05,10111.0,16.04,9.64,0.88,28
AAVAS Financiers Ltd,Mar 2024,Banking,Bull,-15.73,17.53,20.6,2.67,15.45,0.0,13.9,9.91,44.0,0.45,1.65,14.93,8.74,29.09,1.05,10111.0,18.0,12.22,0.92,24
AAVAS Financiers Ltd,Sep 2021,Banking,Bull,-4.88,-9.43,20.6,2.67,15.45,0.0,13.9,9.91,44.0,0.45,1.65,14.93,8.74,5.75,1.05,10111.0,11.65,-35.28,-0.53,24
AAVAS Financiers Ltd,Sep 2022,Banking,Bull,15.51,-3.12,20.6,2.67,15.45,0.0,13.9,9.91,44.0,0.45,1.65,14.93,8.74,-6.96,1.05,10111.0,13.49,15.79,0.92,30
AAVAS Financiers Ltd,Sep 2023,Banking,Bull,13.24,3.78,20.6,2.67,15.45,0.0,13.9,9.91,44.0,0.45,1.65,14.93,8.74,-3.94,1.05,10111.0,15.38,14.01,-0.38,26
Aditya Birla Capital Ltd,Dec 2023,Banking,Bull,-7.91,5.75,26.9,3.02,20.18,0.0,12.0,8.72,44.0,0.45,1.65,14.93,8.74,9.96,1.05,108133.0,2.83,8.7,0.59,26
Aditya Birla Capital Ltd,Dec 2024,Banking,Bear,-26.53,-4.14,26.9,3.02,20.18,0.0,12.0,8.72,44.0,0.45,1.65,14.93,8.74,9.96,1.05,108133.0,2.72,-3.89,0.23,28
Aditya Birla Capital Ltd,Dec 2025,Banking,Bull,19.29,5.1,26.9,3.02,20.18,0.0,12.0,8.72,44.0,0.45,1.65,14.93,8.74,9.96,1.05,108133.0,3.61,32.72,0.88,32
Aditya Birla Capital Ltd,Jun 2023,Banking,Bull,27.63,0.0,26.9,3.02,20.18,0.0,12.0,8.72,44.0,0.45,1.65,14.93,8.74,9.96,1.05,108133.0,2.5,-30.75,0.05,26
Aditya Birla Capital Ltd,Jun 2024,Banking,Bull,31.27,4.63,26.9,3.02,20.18,0.0,12.0,8.72,44.0,0.45,1.65,14.93,8.74,2.5,1.05,108133.0,2.92,16.8,0.92,34
Aditya Birla Capital Ltd,Jun 2025,Banking,Bull,50.3,2.95,26.9,3.02,20.18,0.0,12.0,8.72,44.0,0.45,1.65,14.93,8.74,17.96,1.05,108133.0,3.21,9.93,0.48,26
Aditya Birla Capital Ltd,Jun 2026,Banking,Bull,29.4,1.72,26.9,3.02,20.18,0.0,12.0,8.72,44.0,0.45,1.65,14.93,8.74,26.71,1.05,108133.0,4.3,33.96,0.9,35
Aditya Birla Capital Ltd,Mar 2024,Banking,Bull,5.63,8.85,26.9,3.02,20.18,0.0,12.0,8.72,44.0,0.45,1.65,14.93,8.74,93.39,1.05,108133.0,4.79,11.4,0.78,31
Aditya Birla Capital Ltd,Mar 2025,Banking,Bear,3.39,11.59,26.9,3.02,20.18,0.0,12.0,8.72,44.0,0.45,1.65,14.93,8.74,13.74,1.05,108133.0,3.32,-30.69,-0.79,26
Aditya Birla Capital Ltd,Mar 2026,Banking,Bear,-19.26,0.27,26.9,3.02,20.18,0.0,12.0,8.72,44.0,0.45,1.65,14.93,8.74,22.6,1.05,108133.0,3.86,16.27,0.9,31
Aditya Birla Capital Ltd,Sep 2023,Banking,Bull,-7.74,-8.86,26.9,3.02,20.18,0.0,12.0,8.72,44.0,0.45,1.65,14.93,8.74,-40.77,1.05,108133.0,2.71,-29.79,0.54,30
Aditya Birla Capital Ltd,Sep 2024,Banking,Bull,-1.13,6.31,26.9,3.02,20.18,0.0,12.0,8.72,44.0,0.45,1.65,14.93,8.74,-20.73,1.05,108133.0,3.84,41.7,0.62,29
Aditya Birla Capital Ltd,Sep 2025,Banking,Bear,4.11,5.08,26.9,3.02,20.18,0.0,12.0,8.72,44.0,0.45,1.65,14.93,8.74,-0.45,1.05,108133.0,3.27,-14.84,-0.49,31
Allied Blenders & Distillers Ltd,Dec 2023,Other,Bull,10.08,5.1,79.3,10.64,59.48,0.85,14.3,18.4,7.0,0.35,1.65,1.28,4.82,1.82,1.05,17692.0,-0.18,-8.7,0.71,24
Allied Blenders & Distillers Ltd,Dec 2024,Other,Bear,25.56,8.01,79.3,10.64,59.48,0.85,14.3,18.4,12.0,0.35,1.65,4.33,4.82,1.82,1.05,17692.0,2.05,150.0,0.9,26
Allied Blenders & Distillers Ltd,Dec 2025,Other,Bull,15.74,-6.68,79.3,10.64,59.48,0.85,14.3,18.4,14.0,0.35,1.65,5.23,4.82,1.82,1.05,17692.0,2.38,16.1,0.93,23
Allied Blenders & Distillers Ltd,Jun 2023,Other,Bull,9.01,3.98,79.3,10.64,59.48,0.85,14.3,18.4,6.0,0.35,1.65,1.33,4.82,1.82,1.05,17692.0,-0.11,-100.0,-0.57,21
Allied Blenders & Distillers Ltd,Jun 2024,Other,Bull,-61.34,17.62,79.3,10.64,59.48,0.85,14.3,18.4,10.0,0.35,1.65,1.68,-15.31,-375.0,1.05,17692.0,0.4,150.0,0.71,24
Allied Blenders & Distillers Ltd,Jun 2025,Other,Bull,42.12,9.8,79.3,10.64,59.48,0.85,14.3,18.4,12.0,0.35,1.65,4.15,-5.24,-1.75,1.05,17692.0,2.02,150.0,0.82,31
Allied Blenders & Distillers Ltd,Jun 2026,Other,Bull,59.81,-0.11,79.3,10.64,59.48,0.85,14.3,18.4,12.0,0.35,1.65,3.97,-2.39,-29.69,1.05,17692.0,1.76,-12.87,-0.25,27
Allied Blenders & Distillers Ltd,Mar 2024,Other,Bull,-11.32,-9.37,79.3,10.64,59.48,0.85,14.3,18.4,8.0,0.35,1.65,1.33,-5.65,-33.33,1.05,17692.0,-0.1,-100.0,-0.53,22
Allied Blenders & Distillers Ltd,Mar 2025,Other,Bear,-28.66,3.41,79.3,10.64,59.48,0.85,14.3,18.4,15.0,0.35,1.65,4.86,21.5,618.18,1.05,17692.0,2.81,150.0,0.74,28
Allied Blenders & Distillers Ltd,Mar 2026,Other,Bear,-32.79,16.04,79.3,10.64,59.48,0.85,14.3,18.4,17.0,0.35,1.65,3.31,9.1,-32.14,1.05,17692.0,1.46,-48.04,-0.4,29
Allied Blenders & Distillers Ltd,Sep 2023,Other,Bull,-17.72,-14.48,79.3,10.64,59.48,0.85,14.3,18.4,8.0,0.35,1.65,1.65,-13.07,-75.56,1.05,17692.0,0.46,-68.49,0.6,24
Allied Blenders & Distillers Ltd,Sep 2024,Other,Bull,6.64,18.28,79.3,10.64,59.48,0.85,14.3,18.4,12.0,0.35,1.65,4.12,13.02,-596.89,1.05,17692.0,1.7,150.0,0.88,30
Allied Blenders & Distillers Ltd,Sep 2025,Other,Bear,18.23,-6.6,79.3,10.64,59.48,0.85,14.3,18.4,13.0,0.35,1.65,4.17,7.49,-20.25,1.05,17692.0,2.3,35.29,0.92,29
Aditya Birla Fashion & Retail Ltd,Dec 2023,Other,Bull,3.59,-16.27,35.9,1.05,26.92,0.0,-13.6,-3.76,13.0,0.35,1.65,2.26,4.82,1.82,1.05,6156.0,-0.82,-8.7,0.87,26
Aditya Birla Fashion & Retail Ltd,Dec 2024,Other,Bear,-20.55,-13.06,35.9,1.05,26.92,0.0,-13.6,-3.76,13.0,0.35,1.65,1.94,4.82,1.82,1.05,6156.0,-0.48,41.46,0.87,20
Aditya Birla Fashion & Retail Ltd,Dec 2025,Other,Bull,-11.12,-5.6,35.9,1.05,26.92,0.0,-13.6,-3.76,13.0,0.35,1.65,2.29,4.82,1.82,1.05,6156.0,-1.25,-100.0,-0.3,27
Aditya Birla Fashion & Retail Ltd,Jun 2023,Other,Bull,-1.09,7.37,35.9,1.05,26.92,0.0,-13.6,-3.76,9.0,0.35,1.65,1.56,4.82,1.82,1.05,6156.0,-1.49,-19.2,0.03,21
Aditya Birla Fashion & Retail Ltd,Jun 2024,Other,Bull,47.48,2.85,35.9,1.05,26.92,0.0,-13.6,-3.76,5.0,0.35,1.65,0.67,-55.39,99.07,1.05,6156.0,-1.59,-6.71,0.34,25
Aditya Birla Fashion & Retail Ltd,Jun 2025,Other,Bull,-70.95,15.59,35.9,1.05,26.92,0.0,-13.6,-3.76,6.0,0.35,1.65,0.94,-16.81,457.14,1.05,6156.0,-1.74,-9.43,0.87,27
Aditya Birla Fashion & Retail Ltd,Jun 2026,Other,Bull,0.02,-5.06,35.9,1.05,26.92,0.0,-13.6,-3.76,5.0,0.35,1.65,0.81,-14.66,81.75,1.05,6156.0,-1.76,-1.15,0.57,27
Aditya Birla Fashion & Retail Ltd,Mar 2024,Other,Bull,-8.99,24.92,35.9,1.05,26.92,0.0,-13.6,-3.76,2.2,0.35,1.65,0.23,-50.72,64.2,1.05,6156.0,-2.26,-28.41,0.9,21
Aditya Birla Fashion & Retail Ltd,Mar 2025,Other,Bear,-9.08,-73.4,35.9,1.05,26.92,0.0,-13.6,-3.76,12.0,0.35,1.65,1.39,2.69,-88.84,1.05,6156.0,-0.14,93.81,0.82,20
Aditya Birla Fashion & Retail Ltd,Mar 2026,Other,Bear,-29.19,-4.4,35.9,1.05,26.92,0.0,-13.6,-3.76,9.0,0.35,1.65,1.29,8.68,-29.91,1.05,6156.0,-1.22,-100.0,0.05,22
Aditya Birla Fashion & Retail Ltd,Sep 2023,Other,Bull,1.11,8.11,35.9,1.05,26.92,0.0,-13.6,-3.76,10.0,0.35,1.65,1.55,59.23,-19.68,1.05,6156.0,-1.89,-54.92,0.13,25
Aditya Birla Fashion & Retail Ltd,Sep 2024,Other,Bull,8.28,3.36,35.9,1.05,26.92,0.0,-13.6,-3.76,4.4,0.35,1.65,0.55,11.81,-34.21,1.05,6156.0,-1.36,28.04,0.91,18
Aditya Birla Fashion & Retail Ltd,Sep 2025,Other,Bear,13.39,-3.57,35.9,1.05,26.92,0.0,-13.6,-3.76,3.1,0.35,1.65,0.5,15.3,724.9,1.05,6156.0,-2.16,-58.82,0.7,25
Aditya Birla Lifestyle Brands Ltd,Dec 2024,Other,Bear,-10.4,-6.95,47.8,7.21,35.85,0.6,14.9,15.0,16.0,0.35,1.65,3.47,4.82,1.82,1.05,10205.0,0.0,8.7,0.03,20
Aditya Birla Lifestyle Brands Ltd,Dec 2025,Other,Bull,-4.72,2.23,47.8,7.21,35.85,0.6,14.9,15.0,18.0,0.35,1.65,4.34,4.82,1.82,1.05,10205.0,0.57,8.7,0.79,24
Aditya Birla Lifestyle Brands Ltd,Jun 2024,Other,Bull,7.57,3.04,47.8,7.21,35.85,0.6,14.9,15.0,16.0,0.35,1.65,2.88,4.82,1.82,1.05,10205.0,0.0,8.7,0.51,27
Aditya Birla Lifestyle Brands Ltd,Jun 2025,Other,Bull,2.55,5.68,47.8,7.21,35.85,0.6,14.9,15.0,14.0,0.35,1.65,3.09,4.82,1.82,1.05,10205.0,0.2,8.7,0.59,21
Aditya Birla Lifestyle Brands Ltd,Jun 2026,Other,Bull,2.89,-5.92,47.8,7.21,35.85,0.6,14.9,15.0,15.0,0.35,1.65,3.71,-4.3,-51.67,1.05,10205.0,0.24,20.0,0.7,24
Aditya Birla Lifestyle Brands Ltd,Mar 2025,Other,Bear,-17.56,-12.9,47.8,7.21,35.85,0.6,14.9,15.0,16.0,0.35,1.65,3.47,-17.11,-44.93,1.05,10205.0,0.0,8.7,-0.4,29
Aditya Birla Lifestyle Brands Ltd,Mar 2026,Other,Bear,-30.21,-5.51,47.8,7.21,35.85,0.6,14.9,15.0,16.0,0.35,1.65,4.09,21.86,139.13,1.05,10205.0,0.45,8.7,0.79,30
Aditya Birla Lifestyle Brands Ltd,Sep 2024,Other,Bull,-42.93,-59.4,47.8,7.21,35.85,0.6,14.9,15.0,14.0,0.35,1.65,2.58,6.74,-345.83,1.05,10205.0,0.0,8.7,0.2,27
Aditya Birla Lifestyle Brands Ltd,Sep 2025,Other,Bear,-14.79,-7.15,47.8,7.21,35.85,0.6,14.9,15.0,16.0,0.35,1.65,3.23,-0.39,-20.69,1.05,10205.0,0.19,8.7,-0.46,26
Aditya Birla Real Estate Ltd,Dec 2023,Other,Bull,9.8,3.09,35.9,3.87,26.92,0.2,-2.64,-4.48,18.0,0.35,1.65,23.88,4.82,1.82,1.05,14315.0,7.46,8.7,0.78,21
Aditya Birla Real Estate Ltd,Dec 2024,Other,Bear,-13.22,-0.74,35.9,3.87,26.92,0.2,-2.64,-4.48,-9.0,0.35,1.65,-2.25,4.82,1.82,1.05,14315.0,-3.63,-100.0,0.13,30
Aditya Birla Real Estate Ltd,Dec 2025,Other,Bull,1.61,-16.6,35.9,3.87,26.92,0.2,-2.64,-4.48,-112.0,0.35,1.65,-4.79,4.82,1.82,1.05,14315.0,-6.52,-79.61,-0.44,30
Aditya Birla Real Estate Ltd,Jun 2023,Other,Bull,31.29,6.06,35.9,3.87,26.92,0.2,-2.64,-4.48,15.0,0.35,1.65,22.67,4.82,1.82,1.05,14315.0,-0.53,91.87,0.9,27
Aditya Birla Real Estate Ltd,Jun 2024,Other,Bull,35.31,35.92,35.9,3.87,26.92,0.2,-2.64,-4.48,11.0,0.35,1.65,3.45,-55.39,-78.75,1.05,14315.0,0.7,150.0,0.87,24
Aditya Birla Real Estate Ltd,Jun 2025,Other,Bull,23.64,-2.26,35.9,3.87,26.92,0.2,-2.64,-4.48,-29.0,0.35,1.65,-6.0,-28.43,-35.71,1.05,14315.0,-2.28,-100.0,-0.18,25
Aditya Birla Real Estate Ltd,Jun 2026,Other,Bull,14.6,-1.08,35.9,3.87,26.92,0.2,-2.64,-4.48,-30.0,0.35,1.65,-2.19,123.91,-53.33,1.05,14315.0,-3.45,-51.32,-0.08,20
Aditya Birla Real Estate Ltd,Mar 2024,Other,Bull,27.34,9.64,35.9,3.87,26.92,0.2,-2.64,-4.48,24.0,0.35,1.65,19.9,-8.95,-400.0,1.05,14315.0,0.34,109.86,0.93,30
Aditya Birla Real Estate Ltd,Mar 2025,Other,Bear,-22.49,19.65,35.9,3.87,26.92,0.2,-2.64,-4.48,-8.0,0.35,1.65,-2.58,11.9,-596.89,1.05,14315.0,-11.73,-100.0,0.57,24
Aditya Birla Real Estate Ltd,Mar 2026,Other,Bear,-33.18,-7.24,35.9,3.87,26.92,0.2,-2.64,-4.48,-200.0,0.35,1.65,-7.9,-43.15,-118.52,1.05,14315.0,0.97,108.27,0.78,25
