Company Name,Quarter,Sector,Market Regime (Bull / Bear),Quarterly Stock Return (%),30-Day Post-Earnings Return (%),Stock P/E,P/B Ratio,EV/EBITDA,Dividend Yield (%),ROE (%),ROCE (%),OPM (%),Debt-to-Equity Ratio,Current Ratio,Interest Coverage Ratio,Sales Growth YoY (%),Net Profit Growth YoY (%),Beta (trailing),Market Cap (Cr),Actual EPS (Quarterly),Earnings Surprise Score (%),News Sentiment Score (-1 to +1),News Volume (articles per quarter)
Sona BLW Precision Forgings Ltd,Mar 2025,Manufacturing,Bear,-21.8,-5.98,67.6,8.19,50.7,0.43,11.3,14.2,27.0,0.35,1.65,46.2,-2.92,15.49,1.05,49181.0,2.64,3.94,0.89,28
Sona BLW Precision Forgings Ltd,Mar 2026,Manufacturing,Bear,1.85,3.4,67.6,8.19,50.7,0.43,11.3,14.2,24.0,0.35,1.65,37.0,47.31,53.28,1.05,49181.0,3.09,17.05,0.77,34
Sona BLW Precision Forgings Ltd,Sep 2023,Manufacturing,Bull,13.31,-6.03,67.6,8.19,50.7,0.43,11.3,14.2,28.0,0.35,1.65,36.67,-39.51,-30.73,1.05,49181.0,2.12,-31.39,-0.68,27
Sona BLW Precision Forgings Ltd,Sep 2024,Manufacturing,Bull,11.02,-5.38,67.6,8.19,50.7,0.43,11.3,14.2,27.0,0.35,1.65,22.91,4.3,-2.7,1.05,49181.0,2.32,9.43,0.68,26
Sona BLW Precision Forgings Ltd,Sep 2025,Manufacturing,Bear,-13.19,0.19,67.6,8.19,50.7,0.43,11.3,14.2,25.0,0.35,1.65,56.8,31.56,3.66,1.05,49181.0,2.78,19.83,0.9,30
Sonata Software Ltd,Dec 2023,IT,Bull,43.48,21.02,14.7,3.92,11.02,2.97,28.2,30.7,8.0,0.35,1.65,9.45,5.5,7.6,1.05,7455.0,-1.65,-8.7,0.88,29
Sonata Software Ltd,Dec 2024,IT,Bear,-5.58,-9.99,14.7,3.92,11.02,2.97,28.2,30.7,6.0,0.35,1.65,10.25,5.5,7.6,1.05,7455.0,3.74,150.0,0.74,28
Sonata Software Ltd,Dec 2025,IT,Bull,3.67,-17.49,14.7,3.92,11.02,2.97,28.2,30.7,6.0,0.35,1.65,15.38,5.5,7.6,1.05,7455.0,3.72,-0.53,0.08,19
Sonata Software Ltd,Jun 2023,IT,Bull,17.51,5.09,14.7,3.92,11.02,2.97,28.2,30.7,9.0,0.35,1.65,8.48,5.5,7.6,1.05,7455.0,4.28,15.05,0.34,26
Sonata Software Ltd,Jun 2024,IT,Bull,-17.27,11.42,14.7,3.92,11.02,2.97,28.2,30.7,7.0,0.35,1.65,8.8,1.36,-330.43,1.05,7455.0,3.77,-11.92,-0.49,25
Sonata Software Ltd,Jun 2025,IT,Bull,17.63,7.29,14.7,3.92,11.02,2.97,28.2,30.7,5.0,0.35,1.65,32.0,4.29,3.81,1.05,7455.0,3.9,3.45,0.2,25
Sonata Software Ltd,Jun 2026,IT,Bull,21.25,-4.93,14.7,3.92,11.02,2.97,28.2,30.7,5.0,0.35,1.65,14.25,6.43,3.85,1.05,7455.0,3.86,-1.03,0.87,26
Sonata Software Ltd,Mar 2024,IT,Bull,-0.08,6.93,14.7,3.92,11.02,2.97,28.2,30.7,7.0,0.35,1.65,6.55,8.73,-8.33,1.05,7455.0,3.94,2.07,0.23,23
Sonata Software Ltd,Mar 2025,IT,Bear,-42.89,3.47,14.7,3.92,11.02,2.97,28.2,30.7,7.0,0.35,1.65,17.3,3.56,1.89,1.05,7455.0,3.83,-2.79,0.78,21
Sonata Software Ltd,Mar 2026,IT,Bear,-41.99,-4.4,14.7,3.92,11.02,2.97,28.2,30.7,8.0,0.35,1.65,11.0,-14.47,19.27,1.05,7455.0,4.65,21.41,0.84,20
Sonata Software Ltd,Sep 2023,IT,Bull,6.84,15.66,14.7,3.92,11.02,2.97,28.2,30.7,10.0,0.35,1.65,9.38,-41.66,14.81,1.05,7455.0,4.43,-4.73,0.77,27
Sonata Software Ltd,Sep 2024,IT,Bull,2.17,22.05,14.7,3.92,11.02,2.97,28.2,30.7,8.0,0.35,1.65,9.32,-1.0,-3.64,1.05,7455.0,3.8,-14.22,-0.74,24
Sonata Software Ltd,Sep 2025,IT,Bear,-14.39,-5.49,14.7,3.92,11.02,2.97,28.2,30.7,8.0,0.35,1.65,12.36,-19.03,11.11,1.05,7455.0,4.29,12.89,0.38,23
Supreme Petrochem Ltd,Dec 2025,Chemicals,Bull,-21.06,1.16,31.3,6.49,23.48,1.28,13.7,14.6,6.0,0.35,1.65,17.75,4.4,0.0,1.05,15388.0,1.63,8.7,0.92,29
Supreme Petrochem Ltd,Jun 2025,Chemicals,Bull,40.46,-2.08,31.3,6.49,23.48,1.28,13.7,14.6,8.0,0.35,1.65,38.67,4.4,0.0,1.05,15388.0,4.35,150.0,0.95,26
Supreme Petrochem Ltd,Jun 2026,Chemicals,Bull,-3.37,-3.12,31.3,6.49,23.48,1.28,13.7,14.6,19.0,0.35,1.65,83.0,4.4,0.0,1.05,15388.0,12.62,150.0,0.97,31
Supreme Petrochem Ltd,Mar 2026,Chemicals,Bear,14.84,0.96,31.3,6.49,23.48,1.28,13.7,14.6,16.0,0.35,1.65,63.75,4.4,0.0,1.05,15388.0,8.96,-29.0,0.88,29
Supreme Petrochem Ltd,Sep 2025,Chemicals,Bear,-0.29,-0.92,31.3,6.49,23.48,1.28,13.7,14.6,7.0,0.35,1.65,26.33,-12.72,54.84,1.05,15388.0,2.57,-71.32,0.97,21
SRF Ltd,Dec 2023,Chemicals,Bull,9.92,2.32,32.8,5.24,24.6,0.36,14.3,14.6,19.0,0.35,1.65,8.45,4.4,0.0,1.05,73584.0,8.55,8.7,0.46,35
SRF Ltd,Dec 2024,Chemicals,Bear,-9.81,3.32,32.8,5.24,24.6,0.36,14.3,14.6,18.0,0.35,1.65,6.46,4.4,0.0,1.05,73584.0,9.14,6.9,0.08,25
SRF Ltd,Dec 2025,Chemicals,Bull,5.78,9.59,32.8,5.24,24.6,0.36,14.3,14.6,21.0,0.35,1.65,11.82,4.4,0.0,1.05,73584.0,14.6,59.74,0.64,27
SRF Ltd,Jun 2023,Chemicals,Bull,-3.09,4.25,32.8,5.24,24.6,0.36,14.3,14.6,21.0,0.35,1.65,10.55,4.4,0.0,1.05,73584.0,12.12,-16.99,0.1,34
SRF Ltd,Jun 2024,Chemicals,Bull,-6.9,-0.6,32.8,5.24,24.6,0.36,14.3,14.6,17.0,0.35,1.65,6.22,13.46,-0.4,1.05,73584.0,8.51,-29.79,-0.85,33
SRF Ltd,Jun 2025,Chemicals,Bull,12.59,1.43,32.8,5.24,24.6,0.36,14.3,14.6,22.0,0.35,1.65,10.38,9.4,59.41,1.05,73584.0,14.58,71.33,0.62,34
SRF Ltd,Jun 2026,Chemicals,Bull,7.19,-1.0,32.8,5.24,24.6,0.36,14.3,14.6,25.0,0.35,1.65,17.93,35.55,75.29,1.05,73584.0,25.6,75.58,0.92,35
SRF Ltd,Mar 2024,Chemicals,Bull,3.91,4.97,32.8,5.24,24.6,0.36,14.3,14.6,19.0,0.35,1.65,7.73,6.95,17.55,1.05,73584.0,14.24,-44.38,-0.49,34
SRF Ltd,Mar 2025,Chemicals,Bear,33.08,7.75,32.8,5.24,24.6,0.36,14.3,14.6,22.0,0.35,1.65,10.75,24.51,108.73,1.05,73584.0,17.75,24.65,0.36,29
SRF Ltd,Mar 2026,Chemicals,Bear,-20.11,1.99,32.8,5.24,24.6,0.36,14.3,14.6,22.0,0.35,1.65,16.55,20.84,34.72,1.05,73584.0,19.63,10.59,0.34,30
SRF Ltd,Sep 2023,Chemicals,Bull,-0.93,3.34,32.8,5.24,24.6,0.36,14.3,14.6,20.0,0.35,1.65,7.92,-36.88,-60.34,1.05,73584.0,10.15,-48.29,-0.3,25
SRF Ltd,Sep 2024,Chemicals,Bull,1.58,5.38,32.8,5.24,24.6,0.36,14.3,14.6,16.0,0.35,1.65,5.72,-4.09,-52.37,1.05,73584.0,6.79,-33.1,0.57,33
SRF Ltd,Sep 2025,Chemicals,Bear,-11.65,5.93,32.8,5.24,24.6,0.36,14.3,14.6,21.0,0.35,1.65,10.9,-15.6,-26.24,1.05,73584.0,13.1,92.93,0.25,30
Sumitomo Chemical India Ltd,Dec 2023,Chemicals,Bull,-3.8,-0.81,41.6,7.01,31.2,0.27,16.2,22.1,12.0,0.35,1.65,66.0,4.4,0.0,1.05,23779.0,1.1,8.7,0.23,24
Sumitomo Chemical India Ltd,Dec 2024,Chemicals,Bear,-5.83,-8.95,41.6,7.01,31.2,0.27,16.2,22.1,17.0,0.35,1.65,53.0,4.4,0.0,1.05,23779.0,1.74,58.18,0.82,26
Sumitomo Chemical India Ltd,Dec 2025,Chemicals,Bull,-13.43,3.17,41.6,7.01,31.2,0.27,16.2,22.1,18.0,0.35,1.65,49.5,4.4,0.0,1.05,23779.0,1.52,-12.64,0.13,28
Sumitomo Chemical India Ltd,Jun 2023,Chemicals,Bull,2.59,3.85,41.6,7.01,31.2,0.27,16.2,22.1,11.0,0.35,1.65,81.0,4.4,0.0,1.05,23779.0,1.24,-18.42,-0.57,27
Sumitomo Chemical India Ltd,Jun 2024,Chemicals,Bull,32.62,9.93,41.6,7.01,31.2,0.27,16.2,22.1,19.0,0.35,1.65,161.0,54.8,130.91,1.05,23779.0,2.54,104.84,0.25,25
Sumitomo Chemical India Ltd,Jun 2025,Chemicals,Bull,-4.19,-3.93,41.6,7.01,31.2,0.27,16.2,22.1,21.0,0.35,1.65,109.5,64.64,104.6,1.05,23779.0,3.57,40.55,0.93,29
Sumitomo Chemical India Ltd,Jun 2026,Chemicals,Bull,10.69,-7.49,41.6,7.01,31.2,0.27,16.2,22.1,22.0,0.35,1.65,116.5,87.15,182.89,1.05,23779.0,4.3,20.45,0.7,25
Sumitomo Chemical India Ltd,Mar 2024,Chemicals,Bull,-14.08,26.43,41.6,7.01,31.2,0.27,16.2,22.1,21.0,0.35,1.65,140.0,-6.91,77.42,1.05,23779.0,2.2,-48.84,0.92,29
Sumitomo Chemical India Ltd,Mar 2025,Chemicals,Bear,5.58,-5.12,41.6,7.01,31.2,0.27,16.2,22.1,18.0,0.35,1.65,60.0,-19.07,-21.26,1.05,23779.0,2.0,-9.09,-0.62,28
Sumitomo Chemical India Ltd,Mar 2026,Chemicals,Bear,-22.37,0.68,41.6,7.01,31.2,0.27,16.2,22.1,20.0,0.35,1.65,67.0,-35.29,-37.64,1.05,23779.0,2.23,11.5,0.03,27
Sumitomo Chemical India Ltd,Sep 2023,Chemicals,Bull,-2.87,5.42,41.6,7.01,31.2,0.27,16.2,22.1,21.0,0.35,1.65,188.0,-15.05,-33.49,1.05,23779.0,2.87,28.7,0.9,25
Sumitomo Chemical India Ltd,Sep 2024,Chemicals,Bull,16.51,1.83,41.6,7.01,31.2,0.27,16.2,22.1,25.0,0.35,1.65,245.0,46.59,75.45,1.05,23779.0,3.85,34.15,0.81,27
Sumitomo Chemical India Ltd,Sep 2025,Chemicals,Bear,3.16,-1.7,41.6,7.01,31.2,0.27,16.2,22.1,23.0,0.35,1.65,109.0,36.97,78.0,1.05,23779.0,3.56,-7.53,0.91,28
Sundaram Finance Ltd,Dec 2023,Banking,Bull,11.43,-3.36,23.0,3.51,17.25,0.85,15.0,9.44,44.0,0.45,1.65,14.93,8.74,9.96,1.05,52338.0,38.47,8.7,0.68,28
Sundaram Finance Ltd,Dec 2024,Banking,Bear,-21.09,1.47,23.0,3.51,17.25,0.85,15.0,9.44,44.0,0.45,1.65,14.93,8.74,9.96,1.05,52338.0,41.0,6.58,0.27,28
Sundaram Finance Ltd,Dec 2025,Banking,Bull,20.47,4.08,23.0,3.51,17.25,0.85,15.0,9.44,44.0,0.45,1.65,14.93,8.74,9.96,1.05,52338.0,48.73,18.85,0.62,32
Sundaram Finance Ltd,Jun 2023,Banking,Bull,9.37,8.4,23.0,3.51,17.25,0.85,15.0,9.44,44.0,0.45,1.65,14.93,8.74,9.96,1.05,52338.0,33.77,-30.7,0.1,24
Sundaram Finance Ltd,Jun 2024,Banking,Bull,13.42,20.55,23.0,3.51,17.25,0.85,15.0,9.44,44.0,0.45,1.65,14.93,8.74,-14.03,1.05,52338.0,39.14,15.9,0.91,26
Sundaram Finance Ltd,Jun 2025,Banking,Bull,14.62,-6.5,23.0,3.51,17.25,0.85,15.0,9.44,44.0,0.45,1.65,14.93,8.74,4.4,1.05,52338.0,42.77,9.27,0.74,24
Sundaram Finance Ltd,Jun 2026,Banking,Bull,-1.89,1.12,23.0,3.51,17.25,0.85,15.0,9.44,44.0,0.45,1.65,14.93,8.74,17.56,1.05,52338.0,57.26,33.88,0.88,32
Sundaram Finance Ltd,Mar 2024,Banking,Bull,18.82,-4.12,23.0,3.51,17.25,0.85,15.0,9.44,44.0,0.45,1.65,14.93,8.74,10.02,1.05,52338.0,24.11,-57.89,-0.74,31
Sundaram Finance Ltd,Mar 2025,Banking,Bear,12.25,-1.14,23.0,3.51,17.25,0.85,15.0,9.44,44.0,0.45,1.65,14.93,8.74,27.13,1.05,52338.0,49.77,106.43,0.82,27
Sundaram Finance Ltd,Mar 2026,Banking,Bear,-17.53,-9.75,23.0,3.51,17.25,0.85,15.0,9.44,44.0,0.45,1.65,14.93,8.74,16.63,1.05,52338.0,49.88,0.22,0.25,26
Sundaram Finance Ltd,Sep 2023,Banking,Bull,17.15,13.98,23.0,3.51,17.25,0.85,15.0,9.44,44.0,0.45,1.65,14.93,8.74,-31.6,1.05,52338.0,32.89,-34.06,-0.57,33
Sundaram Finance Ltd,Sep 2024,Banking,Bull,14.37,1.77,23.0,3.51,17.25,0.85,15.0,9.44,44.0,0.45,1.65,14.93,8.74,-7.63,1.05,52338.0,39.26,19.37,0.57,25
Sundaram Finance Ltd,Sep 2025,Banking,Bear,-14.08,0.62,23.0,3.51,17.25,0.85,15.0,9.44,44.0,0.45,1.65,14.93,8.74,-11.75,1.05,52338.0,43.94,11.92,-0.62,26
Sun TV Network Ltd,Dec 2023,Other,Bull,15.32,-4.67,11.9,1.48,8.93,2.63,12.2,16.4,64.0,0.35,1.65,268.88,4.82,1.82,1.05,18758.0,11.52,8.7,0.25,23
Sun TV Network Ltd,Dec 2024,Other,Bear,-19.04,-4.62,11.9,1.48,8.93,2.63,12.2,16.4,54.0,0.35,1.65,111.25,4.82,1.82,1.05,18758.0,9.22,-19.97,-0.18,25
Sun TV Network Ltd,Dec 2025,Other,Bull,-1.89,-2.15,11.9,1.48,8.93,2.63,12.2,16.4,49.0,0.35,1.65,140.0,4.82,1.82,1.05,18758.0,8.22,-10.85,0.46,27
Sun TV Network Ltd,Jun 2023,Other,Bull,4.86,11.51,11.9,1.48,8.93,2.63,12.2,16.4,59.0,0.35,1.65,265.67,4.82,1.82,1.05,18758.0,15.02,82.73,0.92,30
Sun TV Network Ltd,Jun 2024,Other,Bull,23.66,1.05,11.9,1.48,8.93,2.63,12.2,16.4,55.0,0.35,1.65,268.88,42.36,23.35,1.05,18758.0,14.19,-5.53,0.89,22
Sun TV Network Ltd,Jun 2025,Other,Bull,-6.36,-4.21,11.9,1.48,8.93,2.63,12.2,16.4,48.0,0.35,1.65,154.25,55.61,45.33,1.05,18758.0,13.43,-5.36,0.36,26
Sun TV Network Ltd,Jun 2026,Other,Bull,-11.48,-1.81,11.9,1.48,8.93,2.63,12.2,16.4,50.0,0.35,1.65,268.88,69.14,91.05,1.05,18758.0,15.7,16.9,0.8,22
Sun TV Network Ltd,Mar 2024,Other,Bull,-15.15,14.63,11.9,1.48,8.93,2.63,12.2,16.4,54.0,0.35,1.65,261.5,-28.76,-29.9,1.05,18758.0,10.52,-32.99,-0.27,24
Sun TV Network Ltd,Mar 2025,Other,Bear,-5.01,-1.75,11.9,1.48,8.93,2.63,12.2,16.4,44.0,0.35,1.65,103.5,-28.31,-33.75,1.05,18758.0,9.41,-10.55,0.82,30
Sun TV Network Ltd,Mar 2026,Other,Bear,-2.83,-3.82,11.9,1.48,8.93,2.63,12.2,16.4,44.0,0.35,1.65,130.33,-31.55,-56.14,1.05,18758.0,5.89,-37.41,-0.7,22
Sun TV Network Ltd,Sep 2023,Other,Bull,40.7,5.24,11.9,1.48,8.93,2.63,12.2,16.4,69.0,0.35,1.65,268.88,-28.12,-24.88,1.05,18758.0,11.79,100.17,0.88,31
Sun TV Network Ltd,Sep 2024,Other,Bull,7.72,0.35,11.9,1.48,8.93,2.63,12.2,16.4,58.0,0.35,1.65,135.25,-2.6,-1.45,1.05,18758.0,10.39,-11.87,-0.85,30
Sun TV Network Ltd,Sep 2025,Other,Bear,-11.22,1.57,11.9,1.48,8.93,2.63,12.2,16.4,58.0,0.35,1.65,188.5,38.0,-4.31,1.05,18758.0,8.99,-13.47,-0.25,26
Supreme Industries Ltd,Dec 2023,Manufacturing,Bull,13.34,-1.96,41.4,6.92,31.05,1.07,15.8,20.7,15.0,0.35,1.65,75.8,4.53,4.31,1.05,42737.0,20.17,8.7,0.96,26
Supreme Industries Ltd,Dec 2024,Manufacturing,Bear,-12.72,2.54,41.4,6.92,31.05,1.07,15.8,20.7,12.0,0.35,1.65,103.0,4.53,4.31,1.05,42737.0,14.72,-27.02,0.9,31
Supreme Industries Ltd,Dec 2025,Manufacturing,Bull,-19.73,-7.79,41.4,6.92,31.05,1.07,15.8,20.7,12.0,0.35,1.65,28.55,4.53,4.31,1.05,42737.0,12.07,-18.0,0.86,24
Supreme Industries Ltd,Jun 2023,Manufacturing,Bull,28.04,1.36,41.4,6.92,31.05,1.07,15.8,20.7,14.0,0.35,1.65,161.0,4.53,4.31,1.05,42737.0,16.97,40.6,0.98,26
Supreme Industries Ltd,Jun 2024,Manufacturing,Bull,43.26,0.17,41.4,6.92,31.05,1.07,15.8,20.7,15.0,0.35,1.65,129.0,7.64,6.64,1.05,42737.0,21.52,26.81,0.97,26
Supreme Industries Ltd,Jun 2025,Manufacturing,Bull,32.52,0.82,41.4,6.92,31.05,1.07,15.8,20.7,12.0,0.35,1.65,106.33,3.94,8.02,1.05,42737.0,15.93,-25.98,0.92,27
Supreme Industries Ltd,Jun 2026,Manufacturing,Bull,-13.07,1.31,41.4,6.92,31.05,1.07,15.8,20.7,15.0,0.35,1.65,99.5,1.15,83.66,1.05,42737.0,22.1,38.73,0.94,31
Supreme Industries Ltd,Mar 2024,Manufacturing,Bull,-5.45,11.97,41.4,6.92,31.05,1.07,15.8,20.7,16.0,0.35,1.65,61.38,26.97,64.35,1.05,42737.0,27.93,26.38,0.96,31
Supreme Industries Ltd,Mar 2025,Manufacturing,Bear,-27.09,19.41,41.4,6.92,31.05,1.07,15.8,20.7,14.0,0.35,1.65,138.67,14.83,7.69,1.05,42737.0,23.14,-17.15,0.9,30
Supreme Industries Ltd,Mar 2026,Manufacturing,Bear,7.48,-0.68,41.4,6.92,31.05,1.07,15.8,20.7,18.0,0.35,1.65,69.22,35.22,114.85,1.05,42737.0,34.13,47.49,0.96,29
Supreme Industries Ltd,Sep 2023,Manufacturing,Bull,29.96,6.99,41.4,6.92,31.05,1.07,15.8,20.7,15.0,0.35,1.65,178.0,-15.05,-13.52,1.05,42737.0,19.14,-43.92,0.82,25
Supreme Industries Ltd,Sep 2024,Manufacturing,Bull,-10.81,3.64,41.4,6.92,31.05,1.07,15.8,20.7,14.0,0.35,1.65,106.33,-24.43,-41.69,1.05,42737.0,16.26,-15.05,0.93,26
Supreme Industries Ltd,Sep 2025,Manufacturing,Bear,-3.57,-9.76,41.4,6.92,31.05,1.07,15.8,20.7,12.0,0.35,1.65,49.5,-20.91,-43.88,1.05,42737.0,12.97,-20.23,0.8,31
Suzlon Energy Ltd,Dec 2023,Manufacturing,Bull,41.74,-11.11,19.1,6.34,14.32,0.0,39.7,34.2,16.0,0.35,1.65,17.71,4.53,4.31,1.05,60159.0,0.15,8.7,0.87,31
Suzlon Energy Ltd,Dec 2024,Manufacturing,Bear,-21.97,-16.26,19.1,6.34,14.32,0.0,39.7,34.2,17.0,0.35,1.65,7.14,4.53,4.31,1.05,60159.0,0.29,93.33,0.77,24
Suzlon Energy Ltd,Dec 2025,Manufacturing,Bull,-4.55,5.99,19.1,6.34,14.32,0.0,39.7,34.2,17.0,0.35,1.65,6.47,4.53,4.31,1.05,60159.0,0.33,13.79,0.79,32
Suzlon Energy Ltd,Jun 2023,Manufacturing,Bull,88.89,14.81,19.1,6.34,14.32,0.0,39.7,34.2,15.0,0.35,1.65,3.21,4.53,4.31,1.05,60159.0,0.08,-75.76,0.27,25
Suzlon Energy Ltd,Jun 2024,Manufacturing,Bull,27.84,3.95,19.1,6.34,14.32,0.0,39.7,34.2,18.0,0.35,1.65,8.22,29.62,48.77,1.05,60159.0,0.22,150.0,0.89,29
Suzlon Energy Ltd,Jun 2025,Manufacturing,Bull,21.47,-1.65,19.1,6.34,14.32,0.0,39.7,34.2,19.0,0.35,1.65,5.82,5.28,-16.49,1.05,60159.0,0.24,9.09,0.48,29
Suzlon Energy Ltd,Jun 2026,Manufacturing,Bull,43.24,-4.51,19.1,6.34,14.32,0.0,39.7,34.2,16.0,0.35,1.65,4.44,-9.61,-31.46,1.05,60159.0,0.22,-8.33,0.59,30
Suzlon Energy Ltd,Mar 2024,Manufacturing,Bull,4.94,17.25,19.1,6.34,14.32,0.0,39.7,34.2,16.0,0.35,1.65,8.11,62.55,151.49,1.05,60159.0,0.19,-13.64,0.96,33
Suzlon Energy Ltd,Mar 2025,Manufacturing,Bear,-13.27,5.73,19.1,6.34,14.32,0.0,39.7,34.2,18.0,0.35,1.65,8.15,87.44,291.06,1.05,60159.0,0.87,150.0,0.94,24
Suzlon Energy Ltd,Mar 2026,Manufacturing,Bear,-24.6,2.3,19.1,6.34,14.32,0.0,39.7,34.2,18.0,0.35,1.65,7.14,75.38,243.83,1.05,60159.0,0.82,-5.75,0.96,26
Suzlon Energy Ltd,Sep 2023,Manufacturing,Bull,53.57,-4.81,19.1,6.34,14.32,0.0,39.7,34.2,16.0,0.35,1.65,5.11,-55.39,-66.56,1.05,60159.0,0.08,-90.24,0.67,29
Suzlon Energy Ltd,Sep 2024,Manufacturing,Bull,51.24,11.71,19.1,6.34,14.32,0.0,39.7,34.2,14.0,0.35,1.65,5.25,-4.23,-20.87,1.05,60159.0,0.15,87.5,0.95,28
Suzlon Energy Ltd,Sep 2025,Manufacturing,Bear,-18.08,-7.9,19.1,6.34,14.32,0.0,39.7,34.2,19.0,0.35,1.65,6.55,2.14,8.3,1.05,60159.0,0.94,150.0,0.95,27
Swan Corp Ltd,Dec 2023,Chemicals,Bull,78.24,-15.36,41.6,1.23,31.2,0.05,-4.5,-0.58,16.0,0.35,1.65,4.41,4.4,0.0,1.05,9292.0,4.36,8.7,0.8,29
Swan Corp Ltd,Dec 2024,Chemicals,Bear,26.69,-22.8,41.6,1.23,31.2,0.05,-4.5,-0.58,-34.0,0.35,1.65,-9.12,4.4,0.0,1.05,9292.0,18.59,150.0,0.62,24
Swan Corp Ltd,Dec 2025,Chemicals,Bull,1.12,-10.72,41.6,1.23,31.2,0.05,-4.5,-0.58,2.2,0.35,1.65,1.39,4.4,0.0,1.05,9292.0,-0.31,-100.0,-0.4,20
Swan Corp Ltd,Jun 2023,Chemicals,Bull,22.06,4.75,41.6,1.23,31.2,0.05,-4.5,-0.58,30.0,0.35,1.65,4.16,4.4,0.0,1.05,9292.0,2.8,150.0,0.92,29
Swan Corp Ltd,Jun 2024,Chemicals,Bull,-12.97,-9.25,41.6,1.23,31.2,0.05,-4.5,-0.58,33.0,0.35,1.65,7.19,-28.27,21.82,1.05,9292.0,4.43,58.21,0.9,24
Swan Corp Ltd,Jun 2025,Chemicals,Bull,3.3,9.95,41.6,1.23,31.2,0.05,-4.5,-0.58,2.2,0.35,1.65,1.23,-36.43,-95.2,1.05,9292.0,0.61,-86.23,-0.56,25
Swan Corp Ltd,Jun 2026,Chemicals,Bull,-2.63,-2.26,41.6,1.23,31.2,0.05,-4.5,-0.58,-0.4,0.35,1.65,-0.12,-11.83,724.9,1.05,9292.0,-1.0,-100.0,0.91,29
Swan Corp Ltd,Mar 2024,Chemicals,Bull,31.4,9.44,41.6,1.23,31.2,0.05,-4.5,-0.58,8.0,0.35,1.65,2.23,73.88,-61.38,1.05,9292.0,0.85,150.0,0.87,29
Swan Corp Ltd,Mar 2025,Chemicals,Bear,-40.23,-1.89,41.6,1.23,31.2,0.05,-4.5,-0.58,1.6,0.35,1.65,0.61,-25.04,-108.21,1.05,9292.0,-0.57,-100.0,-0.25,21
Swan Corp Ltd,Mar 2026,Chemicals,Bear,-35.62,-0.63,41.6,1.23,31.2,0.05,-4.5,-0.58,-30.0,0.35,1.65,-9.12,-28.28,724.9,1.05,9292.0,8.57,150.0,0.79,29
Swan Corp Ltd,Sep 2023,Chemicals,Bull,9.99,18.54,41.6,1.23,31.2,0.05,-4.5,-0.58,21.0,0.35,1.65,4.43,20.61,-561.11,1.05,9292.0,3.2,-62.66,0.05,29
Swan Corp Ltd,Sep 2024,Chemicals,Bull,-6.01,44.33,41.6,1.23,31.2,0.05,-4.5,-0.58,12.0,0.35,1.65,1.82,-26.18,19.64,1.05,9292.0,1.64,-48.75,0.0,22
Swan Corp Ltd,Sep 2025,Chemicals,Bear,2.91,0.47,41.6,1.23,31.2,0.05,-4.5,-0.58,0.4,0.35,1.65,0.24,32.94,-72.73,1.05,9292.0,-0.12,-100.0,-0.27,19
Swiggy Ltd,Dec 2023,Other,Bull,1.06,-0.72,35.9,4.19,26.92,0.0,-29.1,-24.1,-17.0,0.35,1.65,-9.12,4.82,1.82,1.05,76792.0,0.0,8.7,0.4,31
Swiggy Ltd,Dec 2024,Other,Bear,18.62,4.84,35.9,4.19,26.92,0.0,-29.1,-24.1,-18.0,0.35,1.65,-9.12,4.82,1.82,1.05,76792.0,-3.57,-8.7,0.54,27
Swiggy Ltd,Dec 2025,Other,Bull,-7.54,4.86,35.9,4.19,26.92,0.0,-29.1,-24.1,-13.0,0.35,1.65,-9.12,4.82,1.82,1.05,76792.0,-3.86,-8.12,0.54,33
Swiggy Ltd,Jun 2023,Other,Bull,8.47,4.04,35.9,4.19,26.92,0.0,-29.1,-24.1,-24.0,0.35,1.65,-9.12,4.82,1.82,1.05,76792.0,0.0,8.7,0.8,31
Swiggy Ltd,Jun 2024,Other,Bull,13.58,7.9,35.9,4.19,26.92,0.0,-29.1,-24.1,-17.0,0.35,1.65,-9.12,5.67,6.45,1.05,76792.0,0.0,8.7,0.25,26
Swiggy Ltd,Jun 2025,Other,Bull,20.64,5.18,35.9,4.19,26.92,0.0,-29.1,-24.1,-19.0,0.35,1.65,-9.12,24.27,49.81,1.05,76792.0,-4.8,-8.7,0.82,34
Swiggy Ltd,Jun 2026,Other,Bull,-9.78,0.61,35.9,4.19,26.92,0.0,-29.1,-24.1,-10.0,0.35,1.65,-9.12,10.8,-25.73,1.05,76792.0,-2.87,40.21,0.92,35
Swiggy Ltd,Mar 2024,Other,Bull,3.91,-1.07,35.9,4.19,26.92,0.0,-29.1,-24.1,-16.0,0.35,1.65,-9.12,27.45,-1.6,1.05,76792.0,0.0,8.7,0.68,35
Swiggy Ltd,Mar 2025,Other,Bear,-39.12,12.0,35.9,4.19,26.92,0.0,-29.1,-24.1,-22.0,0.35,1.65,-9.12,36.87,76.92,1.05,76792.0,-4.73,-8.7,0.91,32
Swiggy Ltd,Mar 2026,Other,Bear,-33.44,-2.15,35.9,4.19,26.92,0.0,-29.1,-24.1,-11.0,0.35,1.65,-9.12,28.66,-33.17,1.05,76792.0,-2.9,38.69,0.92,34
Swiggy Ltd,Sep 2023,Other,Bull,-17.6,-11.49,35.9,4.19,26.92,0.0,-29.1,-24.1,-23.0,0.35,1.65,-9.12,-55.39,-16.94,1.05,76792.0,0.0,8.7,0.32,29
